656,1,902068,SKI-TC. CANTIK CICURUG,PSS. CICURUG BLOK A (SBLH TK.,SUKABUMI,43359,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",202
657,1,902069,SKI-TK. NANANG,KP. PASAR REBO RT.003/006 SELA,SUKABUMI,43192,SKI-LKDCP03,"CIMANGKOK,CIBEBER,WARU",204
658,1,902070,SKI-TK. KATUAS,"KP. MANGLID RT.002/002, CIMANG",SUKABUMI,43191,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",202
659,1,902071,SKI-TK. ABANK,"KP. CIMANGKOK RT.002/004, CIMA",KAB. SUKABUMI,43191,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",202
660,1,902072,SKI-TK. TSABIT,"PS. CISAAT BLOK A NO.4 CISAAT,",SUKABUMI,43152,SKI-Z1CP01,SUKABUMI KOTA,200
661,1,902073,SKI-TC. ABAH KETOMBE,"PS.CIPANAS LT.1 BLOK C NO.63,C",CIANJUR,43253,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",202
662,1,902156,SKI-TC. COS 98,PS. CIPANAS LT 1 BLOK C NO 126,CIANJUR,43253,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",206
663,1,902163,SKI-TC. ELIN,KP.PAKUWON DEPAN PABRIK PT.DAS,SUKABUMI,43355,SKI-Z2CP01,"CIKEMBAR,CIKEMBANG,CIB",202
664,1,902165,SKI-TC. FAJAR BARU,PS.CIPANAS LT.DASAR BLOK C N0.,CIANJUR,43253,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",208
665,1,902173,SKI-TC. NABILA JAYA,PS. CIPANAS LT DASAR BLOK C NO,CIANJUR,43253,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",206
666,1,902177,SKI-TC. RESTU IBU 2,"PS. CIPANAS LT 1 BLOKC NO 183,",CIANJUR,43253,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",202
667,1,902242,SKI-TC. EDI ISKANDAR,PS. INPRES CIRANJANG BL. A NO.,CIANJUR,43282,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",206
668,1,902246,SKI-TC. AL-IKSAN,PS. INPRES CIRANJANG BL. A NO.,CIANJUR,43282,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",206
669,1,902434,SKI-TEAM PROMOSI SHP,"JL. RY. CIBOLANG RT. 04 RW.02,",KAB. SUKABUMI,43152,SKI-Z1CP01,SUKABUMI KOTA,200
670,1,902447,SKI-PD. ANEKA,KP. LEMBUR TENGAH RT.1/1 PESAW,CIANJUR,43265,SKI-Z3CP02,"CIANJUR SELATAN, SAGAR",210
671,1,902448,SKI-TK. SAHABAT,KP. SUKASARI RT.1/1 NO.7 SUKAS,CIANJUR,43268,SKI-Z3CP02,"CIANJUR SELATAN, SAGAR",210
672,1,902451,SKI-TK. HEJO,KP. LEMBUR LEGOK RT.3/14 PASAW,CIANJUR,43265,SKI-Z3CP02,"CIANJUR SELATAN, SAGAR",210
673,1,902453,SKI-TK. UTAMA,KP. CITEMEN RT.4/2 GANDASARI K,CIANJUR,43268,SKI-Z3CP02,"CIANJUR SELATAN, SAGAR",210
674,1,902723,SKI-TC. SR (DADANG),PASAR BARU CIKALONG BLOK F NO.,CIANJUR,43291,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",202
675,1,902726,SKI-TC. KAKAH (HJ),"PASAR BARU CIKALONG BLOK C 1,2",CIANJUR,43291,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",206
676,1,902727,SKI-TK. BURHAN,PS. CIKALONG BLOK B4 4 CIANJUR,CIANJUR,43291,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",202
677,1,902728,SKI-TK. LS,JL.RY. SUKABUMI KM 10 KP.CIPAD,CIANJUR,43261,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",207
678,1,902729,SKI-TK. IKHWAN CIANJUR,PERUM BUMI EMAS BHAYANGKARA RT,CIANJUR,43285,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",202
679,1,902730,SKI-TK. IMUN SUKABUMI,"JL.SUKALARANG, CIMANGKOK RT.01",KAB. SUKABUMI,43191,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",202
680,1,902731,SKI-TK. IMUN 2,"JL. RAYA CIMANGKOK RT 03/02, T",KAB. SUKABUMI,43191,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",202
681,1,902732,SKI-MM. BAROKAH,"JL. SLAMET NO 9 (BY PASS),KEL",CIANJUR,43215,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",202
682,1,902733,SKI-TC. IDA COS,"PS.CISAAT BLOK K E NO.7,SUKAMA",SUKABUMI,43152,SKI-Z1CP01,SUKABUMI KOTA,200
683,1,902734,SKI-TC. IQBAL COS,"PS.CISAAT BLOK KA NO.42,SUKAMA",SUKABUMI,43152,SKI-Z1CP01,SUKABUMI KOTA,200
684,1,902735,SKI-TK. ALI HASAN,SUKABUMI DS.LEMBURSAWAH CICANT,SUKABUMI,43155,SKI-Z1CP01,SUKABUMI KOTA,200
685,1,902736,SKI-TK. SRIKANDI CIANJUR,"JL. CIJATI RT.7/6, CIJATI, CIA",CIANJUR,43284,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",202
686,1,902737,SKI-TK. JAYA WIJAYA 2,PS. CICURUG BLOK C1 NO 48 LT 2,SUKABUMI,43359,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",202
687,1,902739,SKI-TK. JODY,KP.PALAGAN JL.RAYA PARUNG KUDA,KAB. SUKABUMI,43357,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",202
688,1,902740,SKI-TK. MATA HATI,JL.RAYA SILIWANGI NO.21 STATSI,SUKABUMI,43359,SKI-RXPD02,EXP DALAM KOTA SUKABUM,302
689,1,902749,SKI-TK. CAHAYA,"PS. CICURUG BLOK A NO.26, SUKA",SUKABUMI,43121,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",202
690,1,902854,SKI-OBA MART,JL PELABUHAN II RT.002 RW.003,KAB. SUKABUMI,43157,SKI-Z2CP01,"CIKEMBAR,CIKEMBANG,CIB",201
691,1,902896,SKI-TK. SUKA SENANG,PS. DAYA BHAKTI PANGLESERAN BL,SUKABUMI,43161,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",102
692,1,902954,SKI-TC. NURJIHAN,PERUM. BTN JAYARAKSA BLOK N NO,SUKABUMI,43161,SKI-Z1CP01,SUKABUMI KOTA,200
693,1,902956,SKI-TK. NURIL,JL. PASEKON 228 SUKARAJA SMI,KAB. SUKABUMI,43192,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",203
694,1,902957,SKI-TC. DELLA,PASAR TERMINAL SUKARAJA BLOK A,SUKABUMI,43192,SKI-Z1CP01,SUKABUMI KOTA,200
695,1,902958,SKI-TC. EKA KOSMETIK,"PS. CICURUG BLOK G NO 89, KEL",SUKABUMI,43359,SKI-Z2CP01,"CIKEMBAR,CIKEMBANG,CIB",202
696,1,902960,SKI-TC. NIPA COSMETIC,PASAR CIBAREGBEG RT. 006/002 C,CIANJUR,43262,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",206
697,1,902961,SKI-TC. KOMAR,PS. CIBAREGBEG - NANGGELENG BL,CIANJUR,43262,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",206
698,1,903127,SKI-TO. AMAY,PS. DAYA BAKTI PANGLESERAN BLO,KAB. SUKABUMI,43157,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",102
699,1,903342,SKI-TK. DD PUTRA,PS. CISAAT BLK A/5-6 SUKABUMI,SUKABUMI,43152,SKI-Z1CP01,SUKABUMI KOTA,200
700,1,903820,SKI-TC. MANDIRI,"PS. CIKALONG BLOK E NO.12-13,",CIANJUR,43291,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",206
701,1,903973,SKI-AP. ABADI,JL. WARUNG KONDANG NO. 28 RT.,CIANJUR,43268,SKI-Z3PH01,"CIANJUR KOTA, CIBEBER,",102
702,1,904351,SKI-KARYAWAN EPM SUKABUMI,"JL. RY. CIBOLANG, CISAAT, SUKA",KAB. SUKABUMI,43152,SKI-Z1CP01,SUKABUMI KOTA,200
703,1,904487,SKI-PD. KALIBATA,PERUM CIGUNUNG INDAH BLOK A NO,SUKABUMI,43152,SKI-RXPD01,EXP DALAM KOTA SUKABUM,302
704,1,905005,SKI-BPS. INDAH HAPSARI FARDHANI,JL. GOTONG ROYONG NO.25 RT.005,SUKABUMI,43123,SKI-Z1PH01,SUKABUMI KOTA,100
705,1,905007,SKI-BPS. ARYA NURDIANI,"KP CIREUNGHAS RT.004 RW.002, B",SUKABUMI,43193,SKI-Z1PH01,SUKABUMI KOTA,100
706,1,905009,SKI-BPS. AI YAYAH KURNIA,"KP. LEBAKSIUH RT.019 RW.007, S",SUKABUMI,43153,SKI-Z1CP01,SUKABUMI KOTA,200
707,1,905016,SKI-RS. HERMINA (BAG. GIZI),RS. HERMINA (BAG. GIZI) JL. SU,SUKABUMI,43192,SKI-Z1PH01,SUKABUMI KOTA,100
708,1,905019,SKI-BPS. NIA SITI QUSTHONIA,KP. BABAKAN RT.04 RW.13 CIMAHI,SUKABUMI,43155,SKI-Z1CP01,SUKABUMI KOTA,200
709,1,905226,SKI-BPS. YULI IRMAWATI,PERUM GRIYA PERMATA TALAGA BLO,SUKABUMI,43154,SKI-Z1CP01,SUKABUMI KOTA,200
710,1,905230,SKI-BPS. RIKA LESTARI,JL KH DAMANHURI KP CANTAYAN RT,SUKABUMI,43155,SKI-Z1CP01,SUKABUMI KOTA,200
711,1,905231,SKI-BPS. RATNA SUMINAR,"KP CIPANAS RT.001 RW.005, CIKU",SUKABUMI,43168,SKI-Z1CP01,SUKABUMI KOTA,200
712,1,905338,SKI-BPS. SRI PURWANINGSIH,JL.RA. KOSASIH GG.KALIMANTAN R,SUKABUMI,43116,SKI-Z1CP01,SUKABUMI KOTA,200
713,1,905339,SKI-BPS. OOM HENDRINIO,KP. BABAKAN PASANTREN RT.02 RW,SUKABUMI,43365,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",205
714,1,905340,SKI-BPS. YAYAH KHAERIAH,KP. CIMAHI GIRANG 022/004 CITA,SUKABUMI,43153,SKI-Z1CP01,SUKABUMI KOTA,201
715,1,905540,SKI-TK. 123,JL. CIRANJANG NO.123 RT.4 RW.5,CIANJUR,43282,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",202
716,1,905541,SKI-TK. LS,JL. SUKABUMI KM.10 KP. CIPADAN,CIANJUR,43261,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",202
717,1,906097,SKI-TK. GIRHAN,"KP. GANESA RT.1/3 CISOLOK, SUK",SUKABUMI,43366,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",205
718,1,906102,SKI-KPRI MOTEKAR,JL. BAROS SUKABUMI,SUKABUMI,43161,SKI-Z1CP01,SUKABUMI KOTA,200
719,1,906235,SKI-TK. PUTRA JAYA,"KP. NAGRAK RT.2/4 CIKELAT, CIS",SUKABUMI,43366,SKI-Z2CP01,"CIKEMBAR,CIKEMBANG,CIB",201
720,1,906241,SKI-TK. DUA DARA,"PS. UBRUG, WARUNG KIARA, SUKAB",SUKABUMI,43362,SKI-Z2CP01,"CIKEMBAR,CIKEMBANG,CIB",201
721,1,906272,SKI-TK. WARNA,JL. LINGKAR SELATAN RT.3/6 JAY,SUKABUMI,43166,SKI-Z1CP01,SUKABUMI KOTA,200
722,1,906341,SKI-TC. NIZAM COSMETIC,"PS. CIPANAS BLOK C NO 22, KEL",CIANJUR,43253,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",206
723,1,906527,SKI-BD. SETIA DARMAWATI,KP. CIKUKULU RT.14 RW.004 CISA,SUKABUMI,43155,SKI-Z1CP01,SUKABUMI KOTA,200
724,1,908191,SKI-TO. PURBA JAYA,JL. PASAR MODERN CISAAT (DPN Y,SUKABUMI,43152,SKI-Z1CP01,SUKABUMI KOTA,200
725,1,908558,SKI-TK. AMANAH,JL. PELABUHAN RATU DPN. DERMAG,SUKABUMI,43364,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",205
726,1,908649,SKI-TK. AL BAROKAH,KP. CIGADOG RT.06 RW.02 KERTAJ,SUKABUMI,43361,SKI-Z3CP02,"CIANJUR SELATAN, SAGAR",203
727,1,908652,SKI-BD. INNE CHOIRINASYARI,PERUM GRAHA TMN SUKABUMI RT.01,SUKABUMI,43122,SKI-Z1CP01,SUKABUMI KOTA,200
728,1,908653,SKI-BPS. FITRI RINAWATI,KOMP. SECAPA POLRI BLOK B NO.0,SUKABUMI,43122,SKI-Z1CP01,SUKABUMI KOTA,200
729,1,908687,SKI-BPS. IMAS SITI SOPIAH AM. KE,CIBUNGUR RT.01 RW.02 LIMUSNUNG,SUKABUMI,43165,,,100
730,1,908714,SKI-TK. MARI JAYA,JL.CIAUL PASIR NO.44 RT.005 RW,SUKABUMI,43116,SKI-Z1CP01,SUKABUMI KOTA,200
731,1,908715,SKI-BD. TURINAH,JL. KARAMAT ANYAR NO.12 RT.01/,SUKABUMI,43122,SKI-Z1CP01,SUKABUMI KOTA,200
732,1,908719,SKI-BD. MARIA MAGDALENA HOTRI,PERUM TANJUNG SARI JL.CEMPAKA,SUKABUMI,43122,SKI-RXPD01,EXP DALAM KOTA SUKABUM,302
733,1,909274,SKI-TK. ABAH,JL. MUH. ALI KP. SUKASARI RT.2,CIANJUR,43282,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",206
734,1,909877,SKI-C'MART CIMAJA,"JL. CIMAJA RT.4/1 CIMAJA, CIKA",KAB. SUKABUMI,43365,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",202
735,1,909891,SKI-TK. RAKA,"KP. NAGRAK RT.3/4 CIKELAT, CIS",SUKABUMI,43366,SKI-Z2CP01,"CIKEMBAR,CIKEMBANG,CIB",201
736,1,909901,SKI-TO. DIAN FARMA,JL. SURYA KENCANA CIBADAK NO.1,KAB. SUKABUMI,43351,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",202
737,1,910348,SKI-RB. BUNDA,"JL. IR. H. JUANDA NO.42, SELAK",CIANJUR,43211,SKI-Z3PH01,"CIANJUR KOTA, CIBEBER,",102
738,1,910360,SKI-BD. EUIS NURHAYATI,JL PROKLAMASI NO.18 RT.005 RW.,SUKABUMI,43122,SKI-Z1CP01,SUKABUMI KOTA,200
739,1,910596,SKI-BD. TIAH SAMSIAH,BABAKAN RT.04/003 SUKAKARYA WA,SUKABUMI,43135,SKI-Z1CP01,SUKABUMI KOTA,201
740,1,911081,SKI-TK. SINAR HERO,JL. LETTU BAKRI NO 61 SUKABUMI,SUKABUMI,43131,SKI-Z1CP01,SUKABUMI KOTA,200
741,1,911491,SKI-TOSERBA SUKAJADI,JL. RY. BANDUNG KM. 14 NO.40 C,CIANJUR,43282,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",206
742,1,911547,SKI-TK. IBU RIDA,PS. CIKALONG PASAR BARU BLOK F,CIANJUR,43291,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",206
743,1,911550,SKI-TK. SUNLY,JL. MOH. ALI NO.51 PERTIGAAN C,CIANJUR,43214,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",206
744,1,912083,SKI-BD. IKA KARTIKA,"KP. TUGU RT 05/004 JAYARAKSA,",SUKABUMI,43161,SKI-Z1CP01,SUKABUMI KOTA,200
745,1,912110,SKI-TK. BINTANG JAYA,PS. KAUNG CIRANJANG (SAMPING T,CIANJUR,43282,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",206
746,1,912114,SKI-TK. BINTANG MAS,JL. MOCH ALI NO.50 (SAMPING TK,CIANJUR,43214,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",206
747,1,912357,SKI-TK. HEJO,JL. PS. PELITA ATAS (SAMPING T,SUKABUMI,43111,SKI-Z1CP01,SUKABUMI KOTA,200
748,1,912359,SKI-TK. BATU BARA ALI PALASARI,PARUNG KUDA SIMPANG JL. PALASA,SUKABUMI,43357,SKI-Z2CP01,"CIKEMBAR,CIKEMBANG,CIB",202
749,1,912360,SKI-TK. RAFA,JL. RY. CIMANGKOK RT.5/6 (SEBE,SUKABUMI,43191,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",202
750,1,912361,SKI-TK. DZAKWAN,"PS. CISAAT BL.KA-13, JL. SURYA",SUKABUMI,43152,SKI-Z1CP01,SUKABUMI KOTA,200
751,1,912499,SKI-GIZI RS. KARTIKA SUKABUMI,JL. A. YANI NO.18 SUKABUMI,SUKABUMI,43111,SKI-Z1PH01,SUKABUMI KOTA,100
752,1,913384,SKI-TK. ADE LINA,KP. SIMPANG RT.2/10 WANGUN SAR,SUKABUMI,43366,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",202
753,1,915570,SKI-BD. SITI HAMIDAH,"KP. KARAWANG CENTRAL, SUKABUMI",SUKABUMI,43151,SKI-Z1CP01,SUKABUMI KOTA,201
754,1,915571,SKI-TK. IBU EPON,PERUM TAMAN ASRI BLOK C2 NO. 8,SUKABUMI,43113,SKI-Z1CP01,SUKABUMI KOTA,200
755,1,915572,SKI-BD. HARTANTI,JL. KABANDUNGAN 001/006 SELABA,SUKABUMI,43114,SKI-Z1CP01,SUKABUMI KOTA,201
756,1,915621,SKI-NABILA GROSIR,JL. PELABUHAN II KM.7 NO.265 R,KAB. SUKABUMI,43169,SKI-Z1CP01,SUKABUMI KOTA,200
757,1,915895,SKI-TC. MULNI COS,PS. CIPANAS LT.1 BLOK C NO.6 C,CIANJUR,43253,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",206
758,1,915897,SKI-TC. CHILLA ANIRA,PS. CINAPAS LT.2 BLOK A NO. 65,CIANJUR,43253,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",206
759,1,916476,SKI-TK. DAFFA,JL. CIRANGKONG RT.13/12 SURADE,SUKABUMI,43179,SKI-Z3CP02,"CIANJUR SELATAN, SAGAR",210
760,1,916953,SKI-TK. H. UEP,"PS. CIPANAS BLOK A. NO.2, PACE",CIANJUR,43253,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",206
761,1,916954,SKI-TK. YANI UTAY,PASAR SUKARAJA BLOK 1 NO. 37,SUKABUMI,43192,SKI-LKDCP03,"CIMANGKOK,CIBEBER,WARU",204
762,1,916973,SKI-KOP. ASSYIFA,JL. JENDRAL SUDIRMAN NO. 27 SU,SUKABUMI,43113,SKI-Z1CP01,SUKABUMI KOTA,200
763,1,917256,SKI-TC. SAMUDRA,JL. RAYA CISAAT SURYA KENCANA,SUKABUMI,43152,SKI-Z1CP01,SUKABUMI KOTA,200
764,1,917279,SKI-FASTNET,JL. CIBEUREUM GOALPARA KM 1 DK,SUKABUMI,43192,SKI-Z1CP01,SUKABUMI KOTA,200
765,1,917402,SKI-TC. OLINZIRA,KP. KEDUNG DESA TITISAN SUKALA,SUKABUMI,43191,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",202
766,1,917409,SKI-TK. FITTO,"JL. RY. SUKALARANG KM.13, CIMA",KAB. SUKABUMI,43191,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",202
767,1,917761,SKI-TC. SALMA COSMETIK,PSR. CISAAT KIOS BLOK KA1 NO.,SUKABUMI,43152,SKI-Z1CP01,SUKABUMI KOTA,200
768,1,917766,SKI-TK. ANNAS,PSR. CIKALONG BLOK F SUKAGALIH,CIANJUR,43291,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",206
769,1,918183,SKI-TK. 3 PUTRI,JL. RY. CIBEBER SAMPING REL PI,CIANJUR,43262,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",202
770,1,918190,SKI-TK. FARHAH,JL. MANGKU PRAJA KP. CIGEUNANG,CIANJUR,43212,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",206
771,1,918194,SKI-TK. BURUNG NURI,"JL. RY. CIBEBER GELAR ANYAR, P",CIANJUR,43262,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",206
772,1,918196,SKI-TK. A3,JL. RY. CIBEBER KP. NYALINDUNG,CIANJUR,43262,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",206
773,1,918397,SKI-TK. MANFAAT,"JL. PS CURUG BLOK B, SUKABUMI",SUKABUMI,43359,SKI-RXLK02,EXP LUAR KOTA SUKABUMI,302
774,1,918451,SKI-TK. MANFAAT,PSR. CICURUG RUKO SAMPING TOKO,SUKABUMI,43359,SKI-Z2CP01,"CIKEMBAR,CIKEMBANG,CIB",202
775,1,918452,SKI-TC. MITRA 2,"PS. BARU CIBADAK KIOS D.036, C",SUKABUMI,43351,SKI-Z2CP01,"CIKEMBAR,CIKEMBANG,CIB",202
776,1,918711,SKI-TK. RANTI,"JL. CIKUKULU CARINGIN TALAGA,",SUKABUMI,43154,SKI-Z1CP01,SUKABUMI KOTA,200
777,1,918712,SKI-TK. FIRMANSYAH,JL. CARINGIN SEBERANG TK. BPK.,SUKABUMI,43154,SKI-Z1CP01,SUKABUMI KOTA,200
778,1,918716,SKI-TK. SEDAP SARI,JL. RY. SIMPAN CICANTAYAN KP.,SUKABUMI,43152,SKI-Z1CP01,SUKABUMI KOTA,200
779,1,918734,SKI-TK. RAYI RAKA,"JL. CARINGIN KP. TALAGA, CISAA",SUKABUMI,43154,SKI-Z1CP01,SUKABUMI KOTA,200
780,1,918737,SKI-TK. ADITYA ABANG FAISAL,"JL. CARINGIN KP. CIKUKULU, DS.",SUKABUMI,43154,SKI-Z1CP01,SUKABUMI KOTA,200
781,1,918740,SKI-TK. NASIB PUTRA,"JL. RY. CISAAT NO.204, ,CISAAT",SUKABUMI,43152,SKI-Z1CP01,SUKABUMI KOTA,200
782,1,918887,SKI-MM. MEDINA MART,JL. PELABUHAN 2 KM. 8 KP. TEGA,SUKABUMI,43169,SKI-Z1CP01,SUKABUMI KOTA,200
783,1,918890,SKI-TC. ERMA,PASAR PANGLESERAN SAMPING SALU,SUKABUMI,43156,SKI-Z1CP01,SUKABUMI KOTA,200
784,1,919002,SKI-TK. TIYANI,"JL. RY. CARINGIN NO.143, DPN S",SUKABUMI,43154,SKI-Z1CP01,SUKABUMI KOTA,200
785,1,919466,SKI-TK. OOK,JL. SUROSO NO.18 (SAMPING TK.,CIANJUR,43211,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",206
786,1,919537,SKI-AP. MADINA,JL. PANGERAN HIDAYATULLOH NO.,CIANJUR,43212,SKI-Z3PH01,"CIANJUR KOTA, CIBEBER,",102
787,1,919628,SKI-BPS. MARYANTI UTAMI AMD. KEB,"GOTONG ROYONG SAUYUNAN, GN. PU",SUKABUMI,43123,SKI-Z1CP01,SUKABUMI KOTA,201
788,1,919630,SKI-BPS. EUIS SUSILAWATI,KP. BABAKAN BANDUNG RT.006/001,SUKABUMI,43116,SKI-Z1CP01,SUKABUMI KOTA,201
789,1,919743,SKI-TK. H. LIA,"JL. RY. SUKABUMI, PSR. WARUNG",CIANJUR,43261,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",206
790,1,919812,SKI-TK. CAP NONA,PS. INDUK CIANJUR DKT. JATI AS,CIANJUR,43214,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",206
791,1,919835,SKI-BPS. WURI ARIYANTI,KP. NYANGKOKOT 006/003 SALABIN,SUKABUMI,43151,SKI-Z1CP01,SUKABUMI KOTA,201
792,1,919836,SKI-BPS. LIA BARAH,"KP. CIPANCUK 019/004, CIBATU,",SUKABUMI,43152,SKI-Z1CP01,SUKABUMI KOTA,200
793,1,919838,SKI-BPS. YUSI KANIA FANRANI,"KP. BOJONG DUREN RT.003/002, P",SUKABUMI,43151,SKI-Z1CP01,SUKABUMI KOTA,201
794,1,920026,SKI-TC. BUNDA,PSR. CICURUG BLOK E1 NO.4 DPN,SUKABUMI,43359,SKI-Z2CP01,"CIKEMBAR,CIKEMBANG,CIB",202
795,1,920028,SKI-TC. INTAN COSMETIK,"PSR. CICURUG BLOK G NO.12, KP.",SUKABUMI,43359,SKI-Z2CP01,"CIKEMBAR,CIKEMBANG,CIB",202
796,1,920042,SKI-TC. YULIA YZ,PSR. CICURUG BLOK B NO.24 SEBE,SUKABUMI,43359,SKI-Z2CP01,"CIKEMBAR,CIKEMBANG,CIB",202
797,1,920129,SKI-TK. ASHARI DM,PSR. PELITA BLOK A3 NO.15 SBLH,SUKABUMI,43111,SKI-Z1CP01,SUKABUMI KOTA,200
798,1,920142,SKI-TO. RIZKY,"PSR PELITA BLOK K1 NO. 8, SAMP",SUKABUMI,43111,SKI-Z1CP01,SUKABUMI KOTA,200
799,1,920147,SKI-TK. MITRA,JALAN PASAR NO.122 DPN TK. MAI,SUKABUMI,43111,SKI-Z1CP01,SUKABUMI KOTA,200
800,1,920155,SKI-TK. TIGA,PASAR CIWANGI RT.003 RW.006 NY,SUKABUMI,43131,SKI-Z1CP01,SUKABUMI KOTA,200
801,1,920161,SKI-TK. RUDI ASHARI,PASAR PELITA JAJARAN STASIUN B,SUKABUMI,43111,SKI-Z1CP01,SUKABUMI KOTA,200
802,1,920168,SKI-TC. CANTIKA,PSR PELITA JL. GG. ARAB LANTAI,SUKABUMI,43111,SKI-Z1CP01,SUKABUMI KOTA,200
803,1,920270,SKI-TO. RIAMIN 3,"JL. PELABUHAN 2 KM.15, BOJONG,",SUKABUMI,43157,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",202
804,1,920281,SKI-TO. ALYSSA FARMA,JL. RAYA SKBMI KM.12 CIMANGKOK,KAB. SUKABUMI,43191,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",202
805,1,920284,SKI-TK. SYAWAL,"JL. SUKALARANG CIMANGKOK, SBLM",KAB. SUKABUMI,43191,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",202
806,1,920290,SKI-TK. SYAMI PUTRA,"JL. RY. SKBMI, KP. BAROS, PABR",KAB. SUKABUMI,43191,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",202
807,1,920299,SKI-TK. DIK DIK,JL. RY. SKBMI SAMPING FITTO KP,KAB. SUKABUMI,43191,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",202
808,1,920300,SKI-TK. MALIO,JL. RY. CIMANGKOK DPN. OLINZIR,SUKABUMI,43191,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",202
809,1,920549,SKI-TK. TORANG,"JL. RY. CISOLOK CITEPUS, PL. R",SUKABUMI,43364,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",202
810,1,920554,SKI-TK. CANTIK,JL. BARU PELABUHAN RATU PEREMP,SUKABUMI,43364,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",205
811,1,920555,SKI-TK. ADE ABDUL 2,JL. RY. CISOLOK NO.1 PS. CISOL,SUKABUMI,43366,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",205
812,1,920556,SKI-TK. ALUN JAYA,"JL. PL. RATU PS. CISOLOK , SUK",SUKABUMI,43366,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",205
813,1,920557,SKI-TK. BAH BOTAK,"JL. PELABUHAN RAYA, WARUNG TIA",SUKABUMI,43364,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",205
814,1,920558,SKI-TK. LUTFI,"PS. PELABUHAN RATU, KAB. SUKAB",SUKABUMI,43364,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",205
815,1,920813,SKI-TK. HJ. IHAT,"PS. TERMINAL NO. 14-15, CIPANA",CIANJUR,43253,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",206
816,1,920815,SKI-TK. HJ. MAMAN,"PS. CIPANAS BLOK C NO.170, DAR",CIANJUR,43253,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",206
